CO2,seconds
424,2121.57
420,2122.56
420,2123.55
424,2124.54
424,2125.53
420,2126.52
424,2127.51
424,2128.5
424,2129.49
427,2130.48
424,2131.47
420,2132.46
424,2133.45
424,2134.44
427,2135.43
427,2136.42
420,2137.41
424,2138.4
424,2139.39
424,2140.38
424,2141.37
427,2142.36
424,2143.35
427,2144.34
427,2145.33
432,2146.32
427,2147.31
427,2148.3
427,2149.29
424,2150.28
427,2151.27
427,2152.26
424,2153.25
427,2154.24
420,2155.23
427,2156.22
424,2157.21
420,2158.2
420,2159.19
424,2160.18
416,2161.17
424,2162.16
424,2163.15
416,2164.14
416,2165.13
416,2166.12
416,2167.11
416,2168.1
416,2169.09
420,2170.08
414,2171.07
416,2172.06
414,2173.05
416,2174.04
414,2175.03
414,2176.02
416,2177.01
414,2178
414,2178.99
416,2179.98
414,2180.97
410,2181.96
414,2182.95
414,2183.94
414,2184.93
416,2185.92
416,2186.91
414,2187.9
414,2188.89
414,2189.88
414,2190.87
414,2191.86
407,2192.85
410,2193.84
407,2194.83
410,2195.82
410,2196.81
414,2197.8
420,2198.79
410,2199.78
414,2200.77
410,2201.76
410,2202.75
414,2203.74
414,2204.73
414,2205.72
416,2206.71
414,2207.7
410,2208.69
410,2209.68
416,2210.67
410,2211.66
410,2212.65
414,2213.64
410,2214.63
414,2215.62
414,2216.61
414,2217.6
410,2218.59
410,2219.58
410,2220.57
410,2221.56
410,2222.55
414,2223.54
414,2224.53
410,2225.52
410,2226.51
414,2227.5
414,2228.49
410,2229.48
410,2230.47
402,2231.46
410,2232.45
410,2233.44
414,2234.43
414,2235.42
416,2236.41
414,2237.4
414,2238.39
414,2239.38
414,2240.37
414,2241.36
414,2242.35
410,2243.34
414,2244.33
416,2245.32
410,2246.31
407,2247.3
410,2248.29
410,2249.28
410,2250.27
410,2251.26
410,2252.25
410,2253.24
414,2254.23
407,2255.22
414,2256.21
414,2257.2
414,2258.19
414,2259.18
407,2260.17
407,2261.16
414,2262.15
414,2263.14
410,2264.13
414,2265.12
414,2266.11
414,2267.1
410,2268.09
410,2269.08
410,2270.07
416,2271.06
410,2272.05
414,2273.04
414,2274.03
414,2275.02
414,2276.01
410,2277
407,2277.99
414,2278.98
416,2279.97
416,2280.96
420,2281.95
414,2282.94
420,2283.93
416,2284.92
420,2285.91
420,2286.9
416,2287.89
416,2288.88
432,2289.87
436,2290.86
448,2291.85
455,2292.84
441,2293.83
432,2294.82
424,2295.81
424,2296.8
424,2297.79
420,2298.78
414,2299.77
416,2300.76
414,2301.75
410,2302.74
410,2303.73
